QueryId,DocumentId
201,clueweb12-1310wb-69-24280
201,clueweb12-1005wb-63-08519
201,clueweb12-1702wb-18-09039
201,clueweb12-0310wb-52-04635
201,clueweb12-1806wb-42-18284
201,clueweb12-1111wb-46-14128
201,clueweb12-0817wb-49-23522
201,clueweb12-1811wb-20-21538
201,clueweb12-1616wb-00-15179
201,clueweb12-1700tw-08-19040
201,clueweb12-1110wb-89-14772
201,clueweb12-1310wb-04-16486
201,clueweb12-1610wb-10-12007
201,clueweb12-1409wb-32-23412
201,clueweb12-1803wb-95-06207
201,clueweb12-1107wb-20-09605
201,clueweb12-0311wb-58-22523
201,clueweb12-1516wb-60-18041
201,clueweb12-1808wb-50-27750
201,clueweb12-1806wb-60-12273
201,clueweb12-0500tw-13-21296
201,clueweb12-1200wb-30-16874
201,clueweb12-0815wb-53-09185
201,clueweb12-1604wb-20-11054
201,clueweb12-1807wb-62-04746
201,clueweb12-1208wb-52-13201
201,clueweb12-0503wb-16-05391
201,clueweb12-0301tw-15-04020
201,clueweb12-0810wb-78-21417
201,clueweb12-0400tw-98-04041
201,clueweb12-1400tw-69-01139
201,clueweb12-1611wb-63-21966
201,clueweb12-0905wb-04-01803
201,clueweb12-0404wb-01-10366
201,clueweb12-1200tw-77-04820
201,clueweb12-1020wb-30-13014
201,clueweb12-1206wb-96-00963
201,clueweb12-1804wb-83-27006
201,clueweb12-0901wb-48-05423
201,clueweb12-0304wb-36-29645
201,clueweb12-0802wb-64-20502
201,clueweb12-1803wb-06-27619
201,clueweb12-1509wb-44-22945
201,clueweb12-1714wb-02-17627
201,clueweb12-0400tw-96-22465
201,clueweb12-1515wb-88-02915
201,clueweb12-1115wb-76-04770
201,clueweb12-1101wb-50-21545
201,clueweb12-1810wb-42-17797
201,clueweb12-1704wb-31-03573
201,clueweb12-1214wb-68-05992
201,clueweb12-1910wb-21-08910
201,clueweb12-0600tw-16-01325
201,clueweb12-1213wb-24-15439
201,clueweb12-1813wb-59-08589
201,clueweb12-1304wb-60-14882
201,clueweb12-1108wb-74-23894
201,clueweb12-0300tw-45-12212
201,clueweb12-0717wb-19-18518
201,clueweb12-1017wb-92-05905
201,clueweb12-1812wb-36-11475
201,clueweb12-0809wb-23-05798
201,clueweb12-1301wb-60-22829
201,clueweb12-1910wb-89-21485
201,clueweb12-1407wb-13-15125
201,clueweb12-0400tw-96-08633
201,clueweb12-1812wb-65-24519
201,clueweb12-1007wb-78-15347
201,clueweb12-1206wb-83-13351
201,clueweb12-0500tw-09-13942
201,clueweb12-1712wb-56-17035
201,clueweb12-1111wb-41-15778
201,clueweb12-1205wb-71-01017
201,clueweb12-1000tw-37-12196
201,clueweb12-1700tw-24-01479
201,clueweb12-1714wb-22-19908
201,clueweb12-0000tw-05-12114
201,clueweb12-0800wb-04-25565
201,clueweb12-1011wb-98-09124
201,clueweb12-1203wb-41-08826
201,clueweb12-1118wb-63-04499
201,clueweb12-1208wb-69-01717
201,clueweb12-0607wb-19-31940
201,clueweb12-1903wb-17-24702
201,clueweb12-1102wb-91-12621
201,clueweb12-0811wb-11-08896
201,clueweb12-0901wb-44-05471
201,clueweb12-1414wb-09-07143
201,clueweb12-1804wb-61-18411
201,clueweb12-0909wb-70-18750
201,clueweb12-1200tw-77-04819
201,clueweb12-1008wb-06-05559
201,clueweb12-1801wb-97-09765
201,clueweb12-0108wb-70-31300
201,clueweb12-1316wb-20-16502
201,clueweb12-0506wb-90-23810
201,clueweb12-0500tw-15-01899
201,clueweb12-1909wb-59-08089
201,clueweb12-1206wb-96-00964
201,clueweb12-0800tw-21-14968
202,clueweb12-0602wb-45-15704
202,clueweb12-0502wb-85-19368
202,clueweb12-1118wb-60-01282
202,clueweb12-0602wb-37-16519
202,clueweb12-0602wb-40-19726
202,clueweb12-0809wb-40-05725
202,clueweb12-1511wb-98-21370
202,clueweb12-0814wb-20-13703
202,clueweb12-1412wb-25-05309
202,clueweb12-0602wb-40-19725
202,clueweb12-0602wb-40-19723
202,clueweb12-0610wb-53-03244
202,clueweb12-1118wb-26-26611
202,clueweb12-0205wb-88-32545
202,clueweb12-0602wb-40-19720
202,clueweb12-1514wb-76-23186
202,clueweb12-1000wb-85-18667
202,clueweb12-1118wb-26-26616
